,ADDRESS,BUSINESS_NAME,BUSINESS_YELP_URL,CITY,COUNTRY,LAT,LON,YELP_BIZ_ID
1380,"Philadelphia, PA 19145 United States",In Touch Hair & Spa,http://www.yelp.com/biz/in-touch-hair-and-spa-philadelphia,Philadelphia,United States,39.9227,-75.1812,in-touch-hair-and-spa-philadelphia
1391,"Milwaukee, WI 53204 United States",Amilinda,http://www.yelp.com/biz/amilinda-milwaukee-2,Milwaukee,United States,43.0158,-87.9317,amilinda-milwaukee-2
1393,"Maricopa, AZ 85201 United States",The Genius Factory Tutoring and Test Prep,http://www.yelp.com/biz/the-genius-factory-mesa-3,Mesa,United States,33.4317,-111.8469,the-genius-factory-mesa-3
1405,"Allegheny, PA 15208 United States",Eliza's Oven,http://www.yelp.com/biz/elizas-oven-pittsburgh,Pittsburgh,United States,40.4532,-79.8995,elizas-oven-pittsburgh
1412,"Wayne, MI 48210 United States",All About Technology,http://www.yelp.com/biz/all-about-technology-detroit-3,Detroit,United States,42.3376,-83.1303,all-about-technology-detroit-3
1413,"Alameda, CA 94606 United States",Halmoni,http://www.yelp.com/biz/halmoni-oakland-3,Oakland,United States,37.7957,-122.2429,halmoni-oakland-3
1414,"Contra Costa, CA 94521 United States",California Crystal,http://www.yelp.com/biz/california-crystal-concord-2,Concord,United States,37.9575,-121.975,california-crystal-concord-2
1421,"Philadelphia, PA 19106 United States",The A List Look,http://www.yelp.com/biz/the-a-list-look-philadelphia,Philadelphia,United States,39.9474,-75.1473,the-a-list-look-philadelphia
1435,"Delaware, PA 19087 United States",Mushmina,http://www.yelp.com/biz/mushmina-philadelphia,Wayne,United States,40.0612,-75.3999,mushmina-philadelphia
1449,"Sacramento County, CA 95811 United States",Preservation & co.,http://www.yelp.com/biz/preservation-and-co-sacramento-2,Sacramento,United States,38.5762,-121.488,preservation-and-co-sacramento-2
1456,"Hamilton, OH 45223 United States",Chocolats Latour LLC,http://www.yelp.com/biz/chocolats-latour-cincinnati,Cincinnati,United States,39.1696,-84.5478,chocolats-latour-cincinnati
1461,"Boone, MO 65203 United States",Gopo Llc,http://yelp.com/biz/como-gopo-columbia-2,Columbia,United States,38.9348,-92.3639,como-gopo-columbia-2
1468,"Orange, CA 92701 United States",Best Gumbo In The Hood,http://www.yelp.com/biz/best-gumbo-in-the-hood-santa-ana,Santa Ana,United States,33.7523,-117.8541,best-gumbo-in-the-hood-santa-ana
1470,"Jefferson, KY 40203 United States",Louisville Cream,http://www.yelp.com/biz/louisville-cream-louisville,Louisville,United States,38.2493,-85.7694,louisville-cream-louisville
1477,"San Francisco, CA 94102 United States",Powered by Pork,http://www.yelp.com/biz/powered-by-pork-san-francisco,San Francisco,United States,37.7813,-122.4167,powered-by-pork-san-francisco
1485,"Queens, NY 11369 United States",Jakari J Salon,http://www.yelp.com/biz/jakari-j-salon-east-elmhurst-2,Queens,United States,40.7613,-73.8739,jakari-j-salon-east-elmhurst-2
1494,"Alameda, CA 94601 United States",Mamacitas Cafe,http://www.yelp.com/biz/mamacitas-cafe-oakland,Oakland,United States,37.7806,-122.2166,mamacitas-cafe-oakland
1517,"Jefferson, KY 40213 United States",Grind Burger Kitchen,http://www.yelp.com/biz/grind-burger-kitchen-louisville-2,Louisville,United States,38.1839,-85.7106,grind-burger-kitchen-louisville-2
1529,"Jefferson, KY 40207 United States","Phone Falcon, LLC",http://www.yelp.com/biz/phone-falcon-louisville-3,Louisville,United States,38.2628,-85.6663,phone-falcon-louisville-3
1566,"San Francisco, CA 94110 United States",Secession Art & Design,http://yelp.com/biz/secession-art-and-design-san-francisco-2,San Francisco,United States,37.7509,-122.4153,secession-art-and-design-san-francisco-2
1575,"Harris, TX 77092 United States",Fast and Easy Moves,http://www.yelp.com/biz/fast-and-easy-moves-houston,Houston,United States,29.8324,-95.472,fast-and-easy-moves-houston
1623,"East Baton Rouge, LA 70808 United States",Kitty Keepers,https://www.yelp.com/biz/kitty-keepers-baton-rouge,Baton Rouge,United States,30.4066,-91.1468,kitty-keepers-baton-rouge
1633,"Teton, WY 83001 United States",Healthy Being Juicery & Cafe,https://www.yelp.com/biz/healthy-being-juicery-jackson,Jackson,United States,43.4528,-110.7393,healthy-being-juicery-jackson
1654,"Charleston, SC 29458 United States",McCormick-Smith Services LLC,https://www.yelp.com/biz/mccormick-smith-services-llc-mcclellanville,Mc Clellanville,United States,33.1194,-79.5074,mccormick-smith-services-llc-mcclellanville
1691,"Huntington, IN 46750 United States",Corn coast comics,https://www.yelp.com/biz/corn-coast-comics-huntington,Huntington,United States,40.8811,-85.5054,corn-coast-comics-huntington
1709,"Lee, NC 27332 United States",Green Knights Lawn Care Services,https://www.yelp.com/biz/green-knights-lawn-care-services-sanford,Sanford,United States,35.4469,-79.138,green-knights-lawn-care-services-sanford
1735,"Ouachita, LA 71202 United States",The Spoiled Vegan,http://yelp.com/biz/the-spoiled-vegan-monroe,Monroe,United States,32.3868,-92.0722,the-spoiled-vegan-monroe
1736,"San Francisco, CA 94117 United States",RAW- A Juice Company,https://www.yelp.com/biz/raw-a-juice-company-san-francisco-7,San Francisco,United States,37.7712,-122.4413,raw-a-juice-company-san-francisco-7
1737,"Alameda, CA 94601 United States",Delightful Foods,http://www.yelp.com/biz/the-no-bakery-oakland,Oakland,United States,37.7806,-122.2166,the-no-bakery-oakland
1745,"Montgomery, PA 19004 United States","Cynwyd Station Cafe and Tea Room, LLC",http://www.yelp.com/biz/cynwyd-station-cafe-and-tea-room-bala-cynwyd,Bala Cynwyd,United States,40.0118,-75.2342,cynwyd-station-cafe-and-tea-room-bala-cynwyd
1748,"Alameda, CA 94609 United States",Concept Forty-Seven,http://www.yelp.com/biz/concept-forty-seven-oakland,Oakland,United States,37.8361,-122.2637,concept-forty-seven-oakland
1750,"Wayne, MI 48223 United States",Always Brewing Detroit,http://www.yelp.com/biz/always-brewing-detroit-detroit-2,Detroit,United States,42.3945,-83.2454,always-brewing-detroit-detroit-2
1755,"Nassau, NY 11580 United States",Caribbean Pearl,http://www.yelp.com/biz/caribbean-pearl-valley-stream,Valley Stream,United States,40.6742,-73.7057,caribbean-pearl-valley-stream
1760,"San Francisco, CA 94122 United States",Pet Central,http://www.yelp.com/biz/pet-central-san-francisco,San Francisco,United States,37.7593,-122.4836,pet-central-san-francisco
1765,"Alameda, CA 94610 United States",Urban University,http://www.yelp.com/biz/urban-furniture-oakland,Oakland,United States,37.8126,-122.2443,urban-furniture-oakland
1784,"Alameda, CA 94606 United States",Grocery Cafe,http://www.yelp.com/biz/grocery-cafe-oakland,Oakland,United States,37.7957,-122.2429,grocery-cafe-oakland
1787,"Placer, CA 95650 United States",Work It Out!,http://www.yelp.com/biz/work-it-out-loomis-4,Loomis,United States,38.8071,-121.1698,work-it-out-loomis-4
1793,"Jefferson, AL 35126 United States","Scott's Lawn Care Service, LLC",http://www.yelp.com/biz/scotts-lawn-care-service-birmingham,Pinson,United States,33.7299,-86.6451,scotts-lawn-care-service-birmingham
1822,"San Francisco, CA 94110 United States",La Happy Belly,http://www.yelp.com/biz/la-happy-belly-san-francisco,San Francisco,United States,37.7509,-122.4153,la-happy-belly-san-francisco
1825,"Clark, IN 47130 United States",The Hub Cafe,http://www.yelp.com/biz/the-hub-cafe-jeffersonville,Jeffersonville,United States,38.3078,-85.7359,the-hub-cafe-jeffersonville
1826,"Alameda, CA 94501 United States",The GrilledCheezGuy,http://www.yelp.com/biz/grilled-cheez-guy-san-francisco,Alameda,United States,37.7706,-122.2648,grilled-cheez-guy-san-francisco
1829,"Alameda, CA 94610 United States",Crooked City Cider,http://www.yelp.com/biz/crooked-city-cider-oakland,Oakland,United States,37.8126,-122.2443,crooked-city-cider-oakland
1830,"Alameda, CA 94612 United States",Powered By Pork,http://yelp.com/biz/powered-by-pork-san-francisco,Oakland,United States,37.8085,-122.2668,powered-by-pork-san-francisco
1831,"San Francisco, CA 94102 United States",KitTea,http://www.yelp.com/biz/kittea-san-francisco,San Francisco,United States,37.7813,-122.4167,kittea-san-francisco
1838,"Ulster, NY 12498 United States",Provisions Woodstck,http://www.yelp.com/biz/provisions-woodstock,Woodstock,United States,42.0348,-74.112,provisions-woodstock
1843,"Monterey, CA 93940 United States","First City Strength and Fitness, Inc.  doing business as First City CrossFit",http://yelp.com/biz/first-city-crossfit-monterey-2,Monterey,United States,36.5802,-121.8443,first-city-crossfit-monterey-2
1870,"Philadelphia, PA 19142 United States",Chocolate City Hair Studio & Day Spa,http://www.yelp.com/biz/chocolate-city-hair-studio-and-day-spa-philadelphia,Philadelphia,United States,39.9223,-75.2338,chocolate-city-hair-studio-and-day-spa-philadelphia
1882,"Los Angeles, CA 91506 United States",Geeky Teas,http://yelp.com/biz/geeky-teas-burbank,Burbank,United States,34.1717,-118.3231,geeky-teas-burbank
1884,"Vance, NC 27536 United States",Redd Dragon Vapor,http://yelp.com/biz/redd-dragon-vapor-henderson-2,Henderson,United States,36.3301,-78.3981,redd-dragon-vapor-henderson-2
1887,"District of Columbia, DC 20019 United States","ACSQ,llc",http://www.yelp.com/biz/smokin-on-the-bayou-rockville,Washington,United States,38.8902,-76.9376,smokin-on-the-bayou-rockville
1891,"Shasta, CA 96001 United States",Dark Pony Designs,http://www.yelp.com/biz/dark-pony-designs-redding-2,Redding,United States,40.5605,-122.4116,dark-pony-designs-redding-2
1892,"San Francisco, CA 94131 United States",Little Artistas,http://www.yelp.com/biz/little-artistas-san-francisco,San Francisco,United States,37.745,-122.4383,little-artistas-san-francisco
1895,"Bronx, NY 10457 United States",Zen-Fit Rehab Studio,http://www.yelp.com/biz/zen-fit-rehab-studio-bronx,Bronx,United States,40.8486,-73.8999,zen-fit-rehab-studio-bronx
1896,"Kings, NY 11221 United States",NYClean,http://www.yelp.com/biz/nyclean-new-york,Brooklyn,United States,40.6907,-73.9274,nyclean-new-york
1897,"Jefferson, NY 13601 United States",White Cab of NNY LLC,http://www.yelp.com/biz/white-cab-watertown-2,Watertown,United States,43.9743,-75.9122,white-cab-watertown-2
1905,"Alameda, CA 94612 United States",Mockingbird,http://www.yelp.com/biz/mockingbird-oakland,Oakland,United States,37.8085,-122.2668,mockingbird-oakland
1918,"Wayne, MI 48185 United States",SBC Healthy Hair Lounge,https://www.yelp.com/biz/sbc-healthy-hair-lounge-westland,Westland,United States,42.3358,-83.3846,sbc-healthy-hair-lounge-westland
1934,"San Francisco, CA 94107 United States",Bread SRSLY,http://www.yelp.com/biz/bread-srsly-san-francisco,San Francisco,United States,37.7621,-122.3971,bread-srsly-san-francisco
1944,"Kings, NY 11233 United States",Jordan Heads Brooklyn,http://www.yelp.com/biz/jordan-heads-brooklyn-brooklyn,Brooklyn,United States,40.6784,-73.9211,jordan-heads-brooklyn-brooklyn
1951,"Contra Costa, CA 94583 United States",TW Burmese Restaurant,http://www.yelp.com/biz/tw-burmese-gourmet-san-ramon,San Ramon,United States,37.7562,-121.9522,tw-burmese-gourmet-san-ramon
1962,"St. Louis, MO 63031 United States",Signature Sandwich Co,http://www.yelp.com/biz/signature-sandwich-co-florissant-3,Florissant,United States,38.8069,-90.3401,signature-sandwich-co-florissant-3
1964,"San Mateo, CA 94080 United States",King Knish,http://www.yelp.com/biz/king-knish-south-san-francisco-8,South San Francisco,United States,37.6574,-122.4235,king-knish-south-san-francisco-8
1969,"San Francisco, CA 94114 United States",Aline's Closet +  VOILA,http://www.yelp.com/biz/voila-san-francisco,San Francisco,United States,37.7587,-122.433,voila-san-francisco
1971,"Washington, OR 97008 United States",Lionheart Coffee Company,http://www.yelp.com/biz/lionheart-coffee-company-beaverton,Beaverton,United States,45.456,-122.7996,lionheart-coffee-company-beaverton
1972,"Alameda, CA 94607 United States",Plant Based Fitness,http://www.yelp.com/biz/plant-based-fitness-oakland,Oakland,United States,37.8071,-122.2851,plant-based-fitness-oakland
1974,"Queens, NY 11358 United States",Ez Tax Services,http://www.yelp.com/biz/e-z-tax-services-of-new-york-queens,Queens,United States,40.7606,-73.7968,e-z-tax-services-of-new-york-queens
1981,"Franklin, OH 43215 United States",North Country Charcuterie,http://www.yelp.com/biz/north-country-charcuterie-columbus,Columbus,United States,39.9671,-83.0044,north-country-charcuterie-columbus
1991,"Dallas, TX 75204 United States",Uptown Transportation,http://www.yelp.com/biz/uptown-transportation-dallas,Dallas,United States,32.8038,-96.7851,uptown-transportation-dallas
1996,"Bronx, NY 10461 United States",Dash Car Service,http://www.yelp.com/biz/dash-car-service-corp-bronx,Bronx,United States,40.8465,-73.841,dash-car-service-corp-bronx
2007,"Mecklenburg, NC 28210 United States",SharKlean Inc,https://www.yelp.com/biz/sharklean-residential-cleaning-charlotte,Charlotte,United States,35.1316,-80.8577,sharklean-residential-cleaning-charlotte
2022,"Alameda, CA 94601 United States",Pollinate Farm & Garden,https://www.yelp.com/biz/pollinate-farm-and-garden-supply-oakland-2,Oakland,United States,37.7806,-122.2166,pollinate-farm-and-garden-supply-oakland-2
2028,"McLennan, TX 76712 United States",Waco Home Organizers,https://www.yelp.com/biz/waco-home-organizers-waco-2,Woodway,United States,31.5051,-97.2311,waco-home-organizers-waco-2
2062,"Marion, OR 97302 United States",Discover Quilting,https://www.yelp.com/biz/discover-quilting-salem,Salem,United States,44.9039,-123.0445,discover-quilting-salem
2071,"Hillsborough, FL 33607 United States",KDLR Beauty Labs,https://www.yelp.com/biz_photos/kdlr-beauty-labs-tampa,Tampa,United States,27.9625,-82.4895,kdlr-beauty-labs-tampa
2076,"Douglas, NE 68127 United States",Hearthside Candles & Curios,https://www.yelp.com/biz/hearthside-candles-and-curios-omaha,Omaha,United States,41.2074,-96.0612,hearthside-candles-and-curios-omaha
2148,"Fulton, GA 30324 United States",Tangled,https://www.yelp.com/biz/tangle-me-atlanta,Atlanta,United States,33.8206,-84.3549,tangle-me-atlanta
2150,"San Francisco, CA 94122 United States",Beach Wash,https://www.yelp.com/biz/beachwash-san-francisco,San Francisco,United States,37.7593,-122.4836,beachwash-san-francisco
2155,"Orange, CA 92648 United States",Surf City Skates,https://www.yelp.com/biz/surf-city-skates-huntington-beach,Huntington Beach,United States,33.6773,-118.0051,surf-city-skates-huntington-beach
2162,"Alameda, CA 94612 United States",KOSA ARTS,https://www.yelp.com/biz/kosa-arts-oakland,Oakland,United States,37.8085,-122.2668,kosa-arts-oakland
2192,"Hillsborough, FL 33614 United States",Sole Ombra LLC,https://www.yelp.com/biz/sole-ombra-saint-petersburg,Tampa,United States,28.0091,-82.5034,sole-ombra-saint-petersburg
2195,"Honolulu, HI 96706 United States",Klapperich International Training Associates,https://www.yelp.com/biz/kita-consulting-services-honolulu,Ewa Beach,United States,21.3274,-158.0103,kita-consulting-services-honolulu
2197,"Onondaga, NY 13203 United States",Oompa Loompyas,https://www.yelp.com/biz/oompa-loompyas-syracuse-2,Syracuse,United States,43.0607,-76.1369,oompa-loompyas-syracuse-2
2221,"Cook, IL 60643 United States",'Laine's Bake Shop LLC,https://www.yelp.com/biz/laines-bake-shop-chicago,Chicago,United States,41.6996,-87.6628,laines-bake-shop-chicago
2253,"Richmond, GA 30906 United States",Tha Spott,https://m.yelp.com/biz/tha-spott-augusta,Augusta,United States,33.3589,-82.0099,tha-spott-augusta
2284,"Knox, OH 43050 United States",Build a Biscuit,http://www.yelp.com/biz/build-a-biscuit-mount-vernon,Mount Vernon,United States,40.3849,-82.4873,build-a-biscuit-mount-vernon
2288,"Los Angeles, CA 90017 United States",Sugarbird Sweets,http://www.yelp.com/biz/sugarbird-sweets-los-angeles-3,Los Angeles,United States,34.0559,-118.2666,sugarbird-sweets-los-angeles-3
2292,"Jefferson, KY 40216 United States",BAREfit Adventure Training,http://www.yelp.com/biz/barefit-adventure-training-louisville,Louisville,United States,38.1865,-85.8335,barefit-adventure-training-louisville
2306,"Palm Beach, FL 33401 United States",Concierge Doulas of South Florida,http://www.yelp.com/biz/concierge-doulas-of-south-florida-west-palm-beach,West Palm Beach,United States,26.7165,-80.0679,concierge-doulas-of-south-florida-west-palm-beach
2311,"Claiborne, TN 37724 United States",Mitty's Metal Art,http://www.yelp.com/biz/mittys-metal-art-cumberland-gap,Cumberland Gap,United States,36.5504,-83.681,mittys-metal-art-cumberland-gap
2324,"Sacramento County, CA 95811 United States",Preservation & co.,https://www.yelp.com/biz/preservation-and-co-sacramento-2,Sacramento,United States,38.5762,-121.488,preservation-and-co-sacramento-2
2335,"Queens, NY 11368 United States",Arte a Palo,http://www.yelp.com/biz/arte-a-palo-corona,Queens,United States,40.7453,-73.8611,arte-a-palo-corona
2336,"Franklin, OH 43068 United States",Mi Fonda Cristo Rey,https://www.yelp.com/biz/mi-fonda-cristo-rey-reynoldsburg,Reynoldsburg,United States,39.9551,-82.8035,mi-fonda-cristo-rey-reynoldsburg
2338,"El Paso, TX 79902 United States",Fab Lab El Paso,http://www.yelp.com/biz/fab-lab-el-paso-el-paso,El Paso,United States,31.7763,-106.4932,fab-lab-el-paso-el-paso
2341,"Alameda, CA 94612 United States",Qulture Collective,http://www.yelp.com/biz/qulture-collective-oakland-2,Oakland,United States,37.8085,-122.2668,qulture-collective-oakland-2
2353,"Bucks, PA 18938 United States",Factory Girl Bake Shop,http://www.yelp.com/biz/factory-girl-bakes-flemington,New Hope,United States,40.3556,-74.9839,factory-girl-bakes-flemington
2357,"Franklin, OH 43215 United States",MMELO Boutique Confections,https://www.yelp.com/biz/mmelo-boutique-confections-columbus,Columbus,United States,39.9671,-83.0044,mmelo-boutique-confections-columbus
2363,"Queens, NY 11372 United States",H2 O Holistic Center,http://www.yelp.com/biz/h2o-holistic-center-jackson-heights,Queens,United States,40.7513,-73.883,h2o-holistic-center-jackson-heights
2365,"Allegheny, PA 15224 United States",White Whale Bookstore,http://www.yelp.com/biz/east-end-book-exchange-pittsburgh-2,Pittsburgh,United States,40.4642,-79.9448,east-end-book-exchange-pittsburgh-2
2383,"Alameda, CA 94608 United States",Street Degree By Artistic Taste 7,http://www.yelp.com/biz/artistic-taste-7-berkeley,Emeryville,United States,37.8365,-122.2804,artistic-taste-7-berkeley
2388,"Alameda, CA 94612 United States",CORE Kitchen,http://www.yelp.com/biz/core-kitchen-oakland,Oakland,United States,37.8085,-122.2668,core-kitchen-oakland
2390,"Multnomah, OR 97219 United States",Sanchez Cantina,http://www.yelp.com/biz/sanchez-cantina-portland-2,Portland,United States,45.458,-122.7074,sanchez-cantina-portland-2
2393,"Monroe, NY 14608 United States","540WMain Community Arts, Education & Cultural Center",https://www.yelp.com/events/rochester-urban-art-walking-tour,Rochester,United States,43.1521,-77.6258,rochester-urban-art-walking-tour
2401,"Montgomery, PA 19428 United States","Embellish Beauty Concepts, LLC.",https://www.yelp.com/biz/embellish-beauty-concepts-llc-conshohocken,Conshohocken,United States,40.0825,-75.3044,embellish-beauty-concepts-llc-conshohocken
2419,"Clackamas, OR 97267 United States",Incognito Concealed Accessories,https://www.yelp.com/biz/incognito-gun-concealed-accessories-milwaukie-2,Portland,United States,45.4021,-122.6144,incognito-gun-concealed-accessories-milwaukie-2
2440,"Maricopa, AZ 85345 United States",Jamburritos ,https://www.yelp.com/biz/jamburritos-cajun-grille-express-peoria-2,Peoria,United States,33.5761,-112.2344,jamburritos-cajun-grille-express-peoria-2
2454,"Alameda, CA 94612 United States",Natty Cakes,https://www.yelp.com/biz/natty-cakes-oakland-2,Oakland,United States,37.8085,-122.2668,natty-cakes-oakland-2
2460,"Maricopa, AZ 85296 United States",HD Pet Care,https://www.yelp.com/biz/hd-pet-care-gilbert-2,Gilbert,United States,33.3354,-111.7406,hd-pet-care-gilbert-2
2466,"Honolulu, HI 96816 United States",R3D Hot Yoga (pronounced Red),https://www.yelp.com/biz/bikram-yoga-at-r3d-hot-yoga-honolulu-5,Honolulu,United States,21.2887,-157.8006,bikram-yoga-at-r3d-hot-yoga-honolulu-5
2470,"Kings, NY 11237 United States",Haven Cycles,http://yelp.ca/biz/haven-cycles-brooklyn-3,Brooklyn,United States,40.7006,-73.918,haven-cycles-brooklyn-3
2472,"Allegheny, PA 15206 United States",Wolfpack Electronics,http://www.yelp.com/biz/wolfpack-electronics-pittsburgh,Pittsburgh,United States,40.4723,-79.9132,wolfpack-electronics-pittsburgh
2475,"San Mateo, CA 94403 United States",The SPOT on 25th,https://www.yelp.com/biz/the-spot-on-25th-san-mateo,San Mateo,United States,37.5395,-122.2998,the-spot-on-25th-san-mateo
2480,"Alameda, CA 94703 United States",Bliss Belly Chocolate,https://www.yelp.com/biz/bliss-belly-kitchen-berkeley-3,Berkeley,United States,37.863,-122.2749,bliss-belly-kitchen-berkeley-3
2481,"Iron, MO 63650 United States",A To Z Small Engine Repair,http://www.yelp.com/biz/a-to-z-small-engine-repair-ironton,Ironton,United States,37.6168,-90.5985,a-to-z-small-engine-repair-ironton
2485,"Oakland, MI 48017 United States","Royal Oak Massage, LLC",https://www.yelp.com/biz/royal-oak-massage-clawson,Clawson,United States,42.5365,-83.1503,royal-oak-massage-clawson
2488,"Alameda, CA 94607 United States",Marion & Rose's Workshop,http://www.yelp.com/biz/marion-and-roses-workshop-oakland,Oakland,United States,37.8071,-122.2851,marion-and-roses-workshop-oakland
2492,"Maricopa, AZ 85032 United States",Aloha Cakes AZ,http://www.yelp/biz/aloha-cakes-az-phoenix-2,Phoenix,United States,33.6238,-112.0044,aloha-cakes-az-phoenix-2
2493,"San Francisco, CA 94109 United States",Lafayette Coffee Shop,http://www.yelp.com/biz/lafayette-coffee-shop-san-francisco-2,San Francisco,United States,37.7917,-122.4186,lafayette-coffee-shop-san-francisco-2
2507,"Monroe, NY 14607 United States",Pudgy Girl Bakery,https://www.yelp.com/biz/pudgy-girl-bakery-rochester,Rochester,United States,43.1501,-77.589,pudgy-girl-bakery-rochester
2510,"Marin, CA 94901 United States",YucaTech Technology Solutions,http://www.yelp.com/biz/yucatech-technology-solutions-san-rafael-2,San Rafael,United States,37.9691,-122.5105,yucatech-technology-solutions-san-rafael-2
2511,"Kings, NY 11222 United States",J And C Shoe Repair,http://www.yelp.com/biz/j-and-c-shoe-repair-brooklyn,Brooklyn,United States,40.7272,-73.9498,j-and-c-shoe-repair-brooklyn
2518,"New York, NY 10029 United States",Bikram Yoga East Harlem,http://www.yelp.com/biz/bikram-yoga-east-harlem-new-york,Manhattan,United States,40.7918,-73.9447,bikram-yoga-east-harlem-new-york
2520,"Philadelphia, PA 19103 United States",Tell Me A Story,http://www.yelp.com/biz/tell-me-a-story-philadelphia,Philadelphia,United States,39.9513,-75.1741,tell-me-a-story-philadelphia
2521,"Eau Claire, WI 54701 United States",BarSalo Beauty Supply,http://www.yelp.com/biz/barsalo-beauty-supply-eau-claire-2,Eau Claire,United States,44.784,-91.4877,barsalo-beauty-supply-eau-claire-2
2535,"New York, NY 10024 United States",Westside Pilates,http://www.yelp.com/biz/westside-pilates-new-york,Manhattan,United States,40.7864,-73.9764,westside-pilates-new-york
2536,"Clinton, NY 12901 United States",Elfs Farm,https://www.yelp.com/biz/elfs-farm-winery-and-cider-mill-plattsburgh,Plattsburgh,United States,44.6927,-73.466,elfs-farm-winery-and-cider-mill-plattsburgh
2555,"New York, NY 10026 United States","Hair Designs by Oumou, Inc",http://www.yelp.com/biz/hair-design-by-oumou-new-york,Manhattan,United States,40.8019,-73.9531,hair-design-by-oumou-new-york
2571,"District of Columbia, DC 20002 United States",Black Pearl Tarts,http://www.yelp.com/biz/black-pearl-tarts-washington,Washington,United States,38.9024,-76.9901,black-pearl-tarts-washington
2577,"Williamson, TX 78634 United States",Elsie's Egg Rolls,https://www.yelp.com/biz/elsies-egg-rolls-hutto,Hutto,United States,30.5257,-97.5672,elsies-egg-rolls-hutto
2580,"San Bernardino, CA 91761 United States",Aportstorage Containers,http://www.yelp.com/biz/aportstorage-containers-ontario,Ontario,United States,34.0316,-117.6187,aportstorage-containers-ontario
2582,"New York, NY 10026 United States",BO's Bagels,http://www.yelp.com/biz/bos-bagels-new-york,Manhattan,United States,40.8019,-73.9531,bos-bagels-new-york
2584,"Harris, TX 77019 United States","Holland Law Firm, PLLC",http://www.yelp.com/biz/holland-law-firm-houston-2,Houston,United States,29.7517,-95.4054,holland-law-firm-houston-2
2609,"Monroe, NY 14621 United States","Universal Care Services, LLC",http://yelp.com/biz/universal-care-services-rochester,Rochester,United States,43.1834,-77.6043,universal-care-services-rochester
2613,"Orleans, LA 70116 United States",Downtown Music,https://www.yelp.com/biz/downtown-music-new-orleans,New Orleans,United States,29.9686,-90.0646,downtown-music-new-orleans
2617,"Baltimore (city), MD 21218 United States",RoshÌ© Cosmetics & B.E.A.T. School of Makeup Artistry,http://www.yelp.com/biz/roshe-cosmetics-baltimore-7,Baltimore,United States,39.3265,-76.6048,roshe-cosmetics-baltimore-7
2623,"Wayne, MI 48219 United States","Captivation Craft, LLC",https://www.yelp.com/biz/captivation-craft-detroit-2,Detroit,United States,42.426,-83.2495,captivation-craft-detroit-2
2631,"New York, NY 10030 United States",Bed of Nails-Nail Bar,https://www.yelp.com/biz/bed-of-nails-nail-bar-new-york,Manhattan,United States,40.8183,-73.9426,bed-of-nails-nail-bar-new-york
2666,"Los Angeles, CA 91746 United States",Milk+T,http://www.yelp.com/biz/milk-t-los-angeles-2,La Puente,United States,34.0443,-117.9862,milk-t-los-angeles-2
2670,"Allegheny, PA 15205 United States",Hobby Prodigy,https://www.yelp.com/biz/hobby-prodigy-imperial,Pittsburgh,United States,40.4322,-80.1021,hobby-prodigy-imperial
2690,"Alameda, CA 94610 United States",Winning Strategies LLC,http://www.yelp.com/biz/winning-strategies-oakland-2,Oakland,United States,37.8126,-122.2443,winning-strategies-oakland-2
2691,"Riverside, CA 92211 United States",Ann Keen Photography,http://www.yelp.com/biz/ann-keen-photography-palm-desert,Palm Desert,United States,33.7644,-116.3398,ann-keen-photography-palm-desert
2692,"San Mateo, CA 94015 United States",Renaissance Furniture Restoration,http://www.yelp.com/biz/renaissance-furniture-restoration-san-francisco,Daly City,United States,37.6787,-122.478,renaissance-furniture-restoration-san-francisco
2700,"Hamilton, OH 45229 United States",Sweet Petit Desserts,http://www.yelp.com/biz/sweet-petit-desserts-cincinnati,Cincinnati,United States,39.149,-84.4892,sweet-petit-desserts-cincinnati
2712,"Pulaski, AR 72206 United States","Pyramid Art, Books & Custom Framing/Hearne Fine Art",http://www.yelp.com/biz/hearne-fine-art-little-rock,Little Rock,United States,34.6836,-92.2776,hearne-fine-art-little-rock
2746,"Orange, FL 32804 United States","Superior Small Business Consultants, LLC",https://www.yelp.com/biz/superior-small-business-consultants-llc-orlando,Orlando,United States,28.5754,-81.3955,superior-small-business-consultants-llc-orlando
2757,"San Francisco, CA 94110 United States",Cafeto Coffee Shop,http://www.yelp.com/biz/cafeto-san-francisco,San Francisco,United States,37.7509,-122.4153,cafeto-san-francisco
2763,"District of Columbia, DC 20012 United States",Doggie Washerette LLC,https://www.yelp.com/biz/doggie-washerette-washington,Washington,United States,38.9757,-77.0282,doggie-washerette-washington
2782,"Alameda, CA 94605 United States",Skincare by Feleciai,http://www.yelp.com/biz/skincare-by-feleciai-oakland,Oakland,United States,37.7641,-122.1633,skincare-by-feleciai-oakland
2792,"San Francisco, CA 94117 United States",Animal Instincts Apparel,http://www.yelp.com/biz/animal-instincts-apparel-san-francisco,San Francisco,United States,37.7712,-122.4413,animal-instincts-apparel-san-francisco
2793,"Allegheny, PA 15206 United States",Olive & Marlowe,http://www.yelp.com/biz/olive-and-marlowe-pittsburgh,Pittsburgh,United States,40.4723,-79.9132,olive-and-marlowe-pittsburgh
2815,"Alameda, CA 94601 United States",Pollinate Farm & Garden,http://www.yelp.com/biz/pollinate-farm-and-garden-oakland,Oakland,United States,37.7806,-122.2166,pollinate-farm-and-garden-oakland
